Label,Symmetry Number,Number of optical isomers,Symmetry Group,Rotational constant (cm-1),"Calculated Frequencies (unscaled and prior to projection, cm^-1)",Electronic energy (J/mol),"E0 (electronic energy + ZPE, J/mol)",E0 with atom and bond corrections (J/mol),Atom XYZ coordinates (angstrom),T1 diagnostic,D1 diagnostic
160000000000000000003,1,1,Kh,-,-,-197086186.4409729,-197086186.4409729,13196243.13171354,O    2.188791    -0.997335    0.010284,,
1632594815172100000002,1,2,C1,"0.06, 0.04, 0.04","29.0, 64.2, 140.3, 211.5, 236.6, 286.3, 326.0, 365.1, 382.5, 481.5, 535.3, 576.6, 600.6, 628.9, 761.2, 788.5, 1054.3, 1200.5, 1232.2, 1288.8, 1296.8, 1307.6, 1385.3, 1838.5",-2005811283.3893552,-2005710898.4120784,24687961.109210085,"C    1.536354    0.048263    0.004518, O    2.220768    -0.864039    0.341402, C    -0.015388    0.010035    -0.001895, C    -0.596631    0.337945    1.390408, F    -1.917393    0.337829    1.335032, F    -0.19595    -0.558711    2.275574, F    -0.176741    1.539907    1.769198, F    -0.496032    0.906589    -0.875128, F    -0.40969    -1.211002    -0.353044, O    2.002965    1.21652    -0.387167",,
1642764945472630600001,1,2,C1,"0.06, 0.04, 0.04","19.2, 65.6, 144.5, 217.2, 249.2, 288.4, 360.1, 380.0, 384.4, 503.9, 548.5, 552.8, 616.7, 636.7, 692.9, 789.4, 798.1, 1062.5, 1188.3, 1229.7, 1277.7, 1290.4, 1296.7, 1383.1, 1436.3, 1921.6, 3809.4",-2007636429.9246666,-2007499914.2890332,24421593.510269873,"C    1.215344    0.178886    -0.127503, O    1.881714    0.396671    -1.086292, C    -0.23665    0.684588    0.015258, C    -1.278591    -0.439804    -0.173213, F    -2.498335    0.073181    -0.181077, F    -1.060587    -1.056818    -1.329307, F    -1.192769    -1.326692    0.807438, F    -0.423737    1.226311    1.228261, F    -0.463246    1.610542    -0.916314, O    1.575136    -0.517382    0.945812, H    2.481721    -0.82948    0.816937",,
1642804254293321740001,1,2,C1,"0.07, 0.03, 0.03","26.3, 80.7, 103.2, 194.7, 212.0, 252.2, 270.5, 326.8, 368.2, 375.8, 497.0, 512.7, 594.4, 612.7, 683.4, 751.6, 819.1, 899.6, 1048.1, 1188.6, 1225.3, 1279.7, 1306.4, 1376.6, 1418.5, 1842.8, 3853.4",-2007171669.5241776,-2007041188.3954177,24880319.403885297,"C    0.000113    -0.90675    0.901946, O    -1.006845    -1.530951    0.26133, C    0.354986    0.318055    0.517202, C    -0.07674    1.063367    -0.717943, F    -0.930065    2.042236    -0.405431, F    0.990147    1.633381    -1.278486, F    -0.652372    0.283151    -1.619047, F    -0.434776    -2.701098    -0.331082, F    1.163322    1.038871    1.282092, O    0.545779    -1.51362    1.957341, H    -0.013582    -2.250848    2.227802",,
1642804443153132880001,1,2,C1,"0.08, 0.03, 0.03","46.7, 73.4, 128.6, 204.4, 215.6, 302.9, 355.1, 371.4, 445.9, 480.0, 542.1, 564.1, 629.6, 647.9, 654.7, 722.7, 846.8, 942.1, 1176.4, 1219.4, 1266.3, 1299.8, 1351.2, 1356.4, 1396.7, 1921.3, 3828.3",-2007519866.332093,-2007384255.8983831,24537251.900919963,"C    1.006871    0.351255    -0.016799, O    -0.046482    0.625134    0.836627, C    1.497814    -0.875111    -0.060855, C    -1.275347    0.592075    0.266119, F    -1.621347    -0.631131    -0.113699, F    -2.148611    1.035031    1.14154, F    -1.326247    1.370047    -0.826476, F    2.525337    -1.219961    -0.792855, F    1.037414    -1.875722    0.646151, O    1.577526    1.389237    -0.653868, H    0.96351    1.765838    -1.294916",,
1642804744642041580601,1,2,C1,"0.07, 0.04, 0.03","44.0, 94.8, 115.4, 209.2, 223.7, 245.7, 354.3, 375.2, 392.8, 442.9, 529.3, 559.1, 623.3, 685.7, 760.0, 781.6, 864.9, 1084.6, 1145.8, 1225.4, 1288.2, 1297.8, 1304.6, 1364.5, 1422.5, 1439.3, 3622.1",-2007452619.4619815,-2007319917.2742686,24601590.525034472,"C    1.840768    0.937994    -0.50323, O    1.324578    -0.172129    0.086618, C    -1.070229    -0.131114    -0.337554, C    0.085725    -0.058207    0.688615, F    -2.229514    -0.116531    0.30304, F    -0.026452    -1.097693    1.509966, F    -0.02361    1.060104    1.391065, F    -1.023093    0.892886    -1.170942, F    -0.974186    -1.258133    -1.031283, O    2.981961    0.582876    -0.995003, H    3.192997    -0.357393    -0.833547",,
1643046107386123120601,1,2,C1,"0.07, 0.04, 0.03","43.6, 140.8, 165.8, 203.7, 254.4, 272.7, 316.4, 355.5, 436.4, 521.2, 552.1, 584.3, 596.1, 634.8, 717.8, 792.0, 842.5, 1049.6, 1121.1, 1187.6, 1261.8, 1288.5, 1316.5, 1328.0, 1419.7, 1631.4, 3831.5",-2007521999.6373692,-2007387121.7025843,24534386.096718825,"C    1.088834    0.161735    -0.8603, O    0.903244    -1.143643    -0.397915, C    -0.194131    -0.284216    -0.345779, C    -0.763552    0.019077    1.033947, F    -1.504774    -1.005333    1.444005, F    0.198527    0.223821    1.917386, F    -1.534727    1.09975    0.977028, F    1.238644    0.227478    -2.187966, F    -1.183272    -0.55324    -1.199928, O    1.905171    0.994007    -0.201976, H    2.821295    0.812532    -0.445641",,
1643085676164723230601,1,2,C1,"0.07, 0.04, 0.03","56.6, 80.6, 173.6, 216.4, 271.1, 324.5, 333.0, 361.1, 409.9, 493.9, 533.1, 558.7, 594.3, 651.0, 715.1, 785.3, 877.8, 993.6, 1064.2, 1130.0, 1193.1, 1245.6, 1283.5, 1297.3, 1338.3, 1401.0, 3611.3",-2006968246.4961598,-2006838509.2590265,25082998.54027652,"C    1.196862    -0.842033    -0.483683, O    2.210594    0.141686    -0.29601, C    -0.147554    -0.090103    -0.488249, C    -0.730631    0.010694    0.932189, F    -1.848381    0.723224    0.921098, F    -0.996573    -1.19391    1.408694, F    0.148944    0.60751    1.731977, F    -0.071509    1.188689    -0.97893, F    -1.016626    -0.748268    -1.267317, O    1.960912    -0.169303    -1.687648, H    1.480513    0.635953    -1.974111",,
170170000000000000002,1,1,Cinfv,18.85,3780.6,-198838267.2638721,-198815966.30950317,12989111.541198146,"O    2.008767    1.244889    -0.001109, H    2.979091    1.207997    0.013231",,
190000000000000000002,1,1,Kh,-,-,-261850888.07481238,-261850888.07481238,67080.56861755252,F    -0.466017    0.863156    -0.914788,,
280280000000000000001,1,1,Cinfv,1.96,2280.9,-297527670.6165877,-297514216.87175137,12849598.420523718,"C    2.497823    -2.068357    -2.314907, O    2.582582    -1.274757    -1.528942",,
440560320000000000001,2,1,Dinfh,"33356409543.14, 0.40, 0.40","695.9, 1413.7, 2449.3",-495161228.5824122,-495134336.8871666,25511907.977794856,"C    2.541696    -0.789931    -0.641836, O    2.559341    -1.94346    -0.687881, O    2.524048    0.363599    -0.595791",,
450730450170000000002,1,1,Cs,"4.78, 0.40, 0.37","593.6, 614.6, 1120.5, 1307.4, 1930.5, 3682.4",-496491387.7180625,-496436830.9184909,25732062.224485457,"C    1.570097    -0.00458    -0.000679, O    2.161048    -1.02067    0.010729, O    2.008204    1.240316    0.000171, H    2.981469    1.240818    0.012443",,
500620380000000000001,1,2,C1,"2.95, 0.42, 0.37","692.4, 1183.1, 1287.2",-624142398.5897146,-624123742.7819933,-206419.77554474727,"C    -0.788666    -0.679146    -1.744449, F    -1.811198    -0.428311    -2.496146, F    -0.684706    -1.968435    -1.758582",,
641041150370000000001,1,1,Cs,"0.40, 0.38, 0.20","487.7, 567.3, 628.5, 796.1, 967.5, 1211.4, 1356.8, 2006.9, 3861.3",-758867736.4704208,-758797639.767003,25289222.019403286,"C    1.771047    0.325456    -1.592714, O    2.262894    0.764506    -2.562195, F    0.45391    0.091864    -1.484887, O    2.386443    -0.009072    -0.471026, H    1.753025    -0.345879    0.172558",,
690931140000000000002,3,1,C3v,"0.37, 0.37, 0.19","518.5, 518.7, 712.6, 1126.6, 1317.5, 1317.7",-886368500.5003058,-886335989.0960932,-500697.4462149213,"C    -0.609088    0.398273    1.410283, F    -1.908067    0.232057    1.338294, F    -0.07564    -0.401767    2.302348, F    -0.302462    1.650571    1.650999",,
761281321000200000001,1,2,C1,"0.34, 0.15, 0.11","78.5, 272.7, 314.6, 517.8, 599.2, 788.0, 913.1, 1166.8, 1284.4, 1417.5, 1863.8, 3785.3",-858544552.043492,-858467858.7069489,25700388.79904608,"C    2.072212    -0.474417    -0.887152, O    3.171883    -0.944839    -0.897625, C    0.905079    -1.323933    -0.427108, F    0.449435    -1.92658    -1.478261, O    1.747429    0.788997    -1.14096, H    2.55688    1.282831    -1.339171",,
881242280000000000001,12,1,Td,"0.19, 0.19, 0.19","439.4, 439.7, 638.9, 639.0, 639.2, 944.2, 1329.1, 1329.6, 1330.2",-1148773405.2104433,-1148727812.6545203,-974552.3612119243,"C    -1.457026    0.705798    0.916127, F    -2.344202    1.651824    1.141551, F    -1.860384    -0.416114    1.474007, F    -0.298128    1.059554    1.430476, F    -1.325291    0.52794    -0.381413",,
951592011700400000002,1,1,Cs,"0.19, 0.11, 0.07","93.5, 132.2, 230.1, 415.8, 486.3, 537.7, 606.3, 686.6, 806.1, 1153.1, 1311.1, 1440.2, 1586.1, 1793.6, 3836.2",-1120899129.526156,-1120809970.7616365,25276245.387788173,"C    1.555263    -0.018442    -0.05271, O    2.218524    -0.985339    0.229783, C    0.151575    -0.086501    -0.340326, F    -0.584848    0.941441    -0.642125, F    -0.497681    -1.208051    -0.308699, O    2.019521    1.24197    -0.140254, H    2.962401    1.207193    0.064507",,
1642764945472630600001_r12_insertion_R_1_3_4,1,2,C1,"0.06, 0.04, 0.04","303.9i, 49.4, 110.4, 158.3, 201.0, 214.4, 267.8, 286.4, 333.4, 364.1, 475.6, 516.2, 550.1, 589.1, 631.2, 676.2, 753.8, 762.9, 1026.4, 1095.5, 1247.7, 1284.7, 1309.6, 1440.7, 1481.7, 1585.7, 3851.1",-2007271061.3473618,-2007145634.4352918,24775873.36401118,"C    1.135929    0.139891    0.30416, O    1.975478    -0.669811    0.709219, C    0.033001    -0.354767    -0.674032, C    -0.035119    0.456189    1.518633, F    -1.008896    1.29978    1.172482, F    -0.591995    -0.664123    1.960837, F    0.668972    1.003222    2.48425, F    -0.773029    0.391312    -1.300543, F    -0.375303    -1.545284    -0.607051, O    1.483867    1.416702    -0.143271, H    2.416593    1.498294    0.087411",,
1642764945472630600001_r12_insertion_R_1_3_8,1,2,C1,"0.07, 0.04, 0.03","313.3i, 48.1, 89.3, 144.7, 194.5, 232.9, 278.5, 318.3, 374.0, 449.0, 480.3, 498.1, 529.9, 595.8, 659.4, 756.0, 776.5, 814.8, 1018.2, 1090.7, 1278.5, 1299.1, 1313.1, 1341.7, 1546.1, 1568.7, 3857.9",-2007248809.3276393,-2007121668.8496854,24799838.94961753,"C    1.349557    0.149231    -0.367695, O    1.995199    -0.851591    -0.678598, C    -0.006493    -0.205456    0.25563, C    -0.650103    0.389253    1.531983, F    -1.851967    -0.124653    1.727879, F    0.134476    0.071106    2.546037, F    -0.742019    1.692037    1.406186, F    0.619313    0.857527    -1.464032, F    -0.662123    -1.139548    -0.2485, O    1.900454    1.164825    0.38049, H    2.843203    0.968674    0.422713",,
1642764945472630600001_r12_insertion_R_2_1_3,1,2,C1,"0.06, 0.04, 0.03","757.5i, 66.4, 71.6, 119.4, 215.9, 253.8, 326.4, 362.0, 375.0, 417.9, 471.8, 561.3, 598.2, 616.4, 679.0, 718.4, 754.4, 859.9, 1041.1, 1216.9, 1246.9, 1275.6, 1311.4, 1342.2, 1395.2, 1580.6, 3593.7",-2007227610.2672606,-2007100955.5326731,24820552.26663002,"C    1.360333    0.889441    -0.096467, O    1.619192    -0.25689    -0.573678, C    0.075327    -0.381798    0.1876, C    -0.623849    0.2684    1.425144, F    -1.107338    1.457525    1.12971, F    -1.631671    -0.507617    1.813005, F    0.240836    0.372386    2.424105, F    -0.727512    -0.323257    -0.845921, F    0.261791    -1.654507    0.556504, O    2.327798    1.759549    -0.066892, H    3.13459    1.348175    -0.44101",,
1642764945472630600001_r12_insertion_R_4_3_1,1,2,C1,"0.05, 0.05, 0.04","632.7i, 52.4, 117.7, 150.0, 162.0, 222.9, 236.5, 281.5, 317.3, 422.2, 437.0, 480.5, 507.0, 574.1, 617.3, 643.5, 675.9, 715.6, 771.3, 1062.7, 1127.4, 1248.5, 1263.8, 1304.9, 1347.8, 1962.8, 3752.5",-2007083864.2366567,-2006963206.4648128,24958301.33449036,"C    1.4111    0.264615    0.415855, O    2.12921    -0.658617    0.482099, C    -0.606129    -0.340567    -0.242387, C    -0.285968    0.301109    1.312871, F    -1.107423    1.347834    1.24487, F    -0.742842    -0.747294    1.997629, F    0.631212    0.816001    2.322435, F    -0.467845    0.407387    -1.30456, F    -0.174671    -1.533895    -0.511906, O    1.603275    1.49776    0.010499, H    2.539579    1.617068    -0.215306",,
1642764945472630600001_r12_insertion_R_5_4_3,1,2,C1,"0.06, 0.04, 0.04","301.0i, 49.8, 110.0, 157.6, 200.9, 214.6, 263.8, 280.3, 333.1, 361.9, 476.0, 515.9, 550.1, 589.3, 631.7, 676.6, 753.9, 763.2, 1026.1, 1095.2, 1247.5, 1284.2, 1309.2, 1440.9, 1482.0, 1586.0, 3852.9",-2007271055.852191,-2007145691.3410547,24775816.458248492,"C    1.035484    0.635783    0.277255, O    1.413912    1.79529    0.46927, C    -0.06462    0.376769    -0.790849, C    -0.016851    0.126417    1.533925, F    -1.034149    0.964716    1.686514, F    -0.506576    -1.108066    1.408046, F    0.745431    0.167496    2.603788, F    -0.937259    1.25745    -1.017474, F    -0.415206    -0.76203    -1.214075, O    1.928529    -0.431759    0.157179, H    2.780803    -0.050662    0.39852",,
1642764945472630600001_r12_insertion_R_8_3_1,1,2,C1,"0.07, 0.03, 0.03","458.7i, 69.9, 88.7, 139.4, 176.3, 218.8, 256.1, 286.6, 355.4, 427.2, 453.3, 505.4, 540.6, 572.0, 592.2, 650.2, 725.0, 745.9, 909.6, 1149.4, 1244.9, 1265.0, 1299.3, 1305.8, 1394.4, 2024.5, 3831.4",-2007258784.7673233,-2007133571.2094824,24787936.589820605,"C    1.74515    0.034039    -0.57195, O    2.069041    -0.823051    -1.292185, C    0.212797    -0.512381    0.620562, C    -0.649129    0.440652    1.469629, F    -1.798884    0.781439    0.914899, F    -0.891416    -0.179802    2.620306, F    0.044057    1.554306    1.72995, F    0.384708    0.687791    -0.811059, F    -0.560952    -1.409877    0.121571, O    2.466553    0.89657    0.103317, H    1.907573    1.501716    0.607056",,
1642764945472630600001_r12_insertion_R_8_3_4,1,2,C1,"0.08, 0.03, 0.03","656.5i, 60.7, 65.4, 83.6, 201.2, 225.1, 307.2, 353.7, 375.6, 428.9, 450.0, 552.3, 560.7, 607.8, 619.8, 673.4, 754.4, 782.6, 930.5, 969.4, 1177.7, 1214.9, 1298.5, 1389.0, 1426.3, 1866.7, 3815.9",-2007114891.8583808,-2006989889.3244438,24931618.47485926,"C    1.78893    -0.046715    -0.17937, O    2.684554    -0.803349    -0.415635, C    0.483273    -0.516229    0.387453, C    -0.881509    0.562804    1.437999, F    -1.85328    1.456747    1.308714, F    -1.442566    -0.516262    1.89829, F    0.018846    1.127536    2.187927, F    -0.610161    0.546218    -0.18071, F    0.091115    -1.63338    -0.179846, O    1.873981    1.286516    -0.242761, H    2.776313    1.507513    -0.509956",,
1642764945472630600001_r12_insertion_R_10_1_2,1,2,C1,"0.07, 0.04, 0.03","1499.7i, 43.0, 79.1, 159.4, 216.1, 249.5, 302.7, 346.7, 360.3, 400.4, 483.6, 544.1, 595.3, 636.9, 717.0, 791.6, 842.6, 963.9, 1065.0, 1108.9, 1222.1, 1234.8, 1269.4, 1286.9, 1302.9, 1411.4, 3448.8",-2006885568.397659,-2006761209.292435,25160298.50686817,"C    1.43771    -0.484997    0.116941, O    2.500754    0.351599    0.615008, C    0.085652    0.193631    0.201656, C    -0.4586    0.270105    1.637962, F    -1.611211    0.924691    1.648223, F    -0.653321    -0.947892    2.116997, F    0.403041    0.909041    2.420787, F    0.133177    1.469035    -0.293257, F    -0.793121    -0.471112    -0.561948, O    2.145251    -0.024502    -0.990698, H    1.740171    0.781804    -1.399568",,
1642764945472630600001_r12_insertion_R_10_1_3,1,2,C1,"0.06, 0.04, 0.04","721.5i, 45.9, 80.5, 155.2, 169.9, 255.4, 274.1, 319.1, 344.1, 382.5, 415.1, 445.6, 530.2, 566.3, 586.9, 611.7, 669.9, 745.5, 848.1, 879.8, 993.4, 1133.1, 1281.3, 1302.0, 1383.8, 2155.8, 3793.1",-2007181772.8204534,-2007061626.4255543,24859881.37374882,"C    1.608826    -0.841019    0.15583, O    2.550286    -1.447246    -0.01352, C    0.168924    0.23271    -0.011775, C    -0.453484    0.453999    1.396938, F    -1.729417    0.098226    1.369855, F    0.166649    -0.269966    2.319617, F    -0.385119    1.728239    1.731535, F    -0.176576    1.257282    -0.832712, F    -0.547297    -0.777131    -0.636798, O    1.708078    0.945969    0.34293, H    2.018628    1.590344    -0.309805",,
1642764945472630600001_r13_insertion_CO2_3_11,1,2,C1,"0.06, 0.03, 0.03","1936.4i, 26.3, 55.6, 84.7, 175.8, 216.6, 218.5, 266.6, 366.8, 373.5, 448.0, 543.1, 586.0, 598.8, 603.1, 711.0, 759.3, 880.6, 1015.1, 1138.5, 1163.8, 1252.0, 1255.5, 1297.8, 1401.5, 2033.5, 2339.0",-2007313653.778739,-2007196794.9550135,24724712.84428952,"C    2.116723    -0.072318    -0.021883, O    2.297005    -1.182333    -0.213877, C    -0.049662    0.322962    0.073699, C    -0.620919    0.107562    1.471877, F    -1.929489    -0.105353    1.472208, F    -0.022539    -0.941359    2.03945, F    -0.368886    1.183451    2.222265, F    -0.698216    1.396443    -0.466119, F    -0.375975    -0.753054    -0.672044, O    2.43893    1.112963    0.16544, H    1.283897    1.174042    0.201487",,
1642764945472630600001_r13_insertion_ROR_4_3_1_2,1,2,C1,"0.07, 0.04, 0.03","641.3i, 48.3, 104.8, 170.8, 218.2, 246.5, 296.5, 326.6, 355.1, 435.8, 524.5, 581.8, 591.0, 617.2, 661.1, 732.2, 767.9, 830.3, 969.1, 1145.3, 1182.3, 1244.7, 1258.8, 1352.6, 1525.9, 1606.9, 3792.5",-2007158761.327638,-2007031427.9505327,24890079.84877029,"C    2.177623    1.054802    -0.036435, O    1.217239    1.649573    0.498422, C    1.939343    -0.335976    -0.346699, C    -0.210889    0.510255    0.140945, F    -0.486276    -0.747464    0.37218, F    -0.928742    1.193445    1.00834, F    -0.508877    0.891484    -1.066436, F    2.81797    -0.867327    -1.210822, F    1.931625    -1.114779    0.761609, O    3.254442    1.69063    -0.411311, H    3.124968    2.645797    -0.323818",,
1642764945472630600001_r13_insertion_ROR_11_10_1_2,1,2,C1,"0.07, 0.03, 0.03","276.2i, 16.7, 63.4, 105.5, 127.1, 217.9, 267.0, 289.2, 308.6, 357.0, 405.3, 420.7, 510.5, 535.3, 601.6, 620.2, 679.7, 790.3, 868.2, 1053.8, 1212.7, 1277.3, 1299.8, 1305.5, 1366.8, 2104.8, 3808.0",-2007031633.4430208,-2006910044.0588996,25011463.740403365,"C    1.759135    1.08843    -0.189037, O    -0.592771    1.083218    0.124131, C    3.227099    1.233622    -0.593112, C    4.193399    0.672935    0.480401, F    5.442258    0.848015    0.086279, F    3.99856    1.312373    1.623044, F    3.964752    -0.618007    0.65395, F    3.396171    0.557989    -1.724558, F    3.497384    2.518972    -0.778117, O    1.217683    0.503614    0.624595, H    -1.434236    0.847436    0.539778",,
