Label,Symmetry Number,Number of optical isomers,Symmetry Group,Rotational constant (cm-1),"Calculated Frequencies (unscaled and prior to projection, cm^-1)",Electronic energy (J/mol),"E0 (electronic energy + ZPE, J/mol)",E0 with atom and bond corrections (J/mol),Atom XYZ coordinates (angstrom),T1 diagnostic,D1 diagnostic
160000000000000000003,1,1,Kh,-,-,-197086186.4409729,-197086186.4409729,13196243.13171354,O    2.187726    -0.999276    -0.00026,,
1632594815172100000002,1,2,C1,"0.06, 0.04, 0.04","29.7, 64.3, 140.3, 211.5, 236.6, 286.3, 326.0, 365.1, 382.5, 481.5, 535.4, 576.6, 600.6, 628.9, 761.3, 788.5, 1054.3, 1200.6, 1232.2, 1288.7, 1296.8, 1307.6, 1385.2, 1838.5",-2005811284.318782,-2005710893.3862295,24687966.135058988,"C    1.536137    0.046687    0.003337, O    2.220052    -0.869393    0.330854, C    -0.015641    0.009828    -0.002134, C    -0.595437    0.324965    1.393724, F    -1.916246    0.326455    1.339473, F    -0.194755    -0.580374    2.270007, F    -0.174222    1.522939    1.783528, F    -0.496253    0.915079    -0.866364, F    -0.411277    -1.20748    -0.364561, O    2.003391    1.218287    -0.377467",,
1642764945472630600001,1,2,C1,"0.06, 0.04, 0.04","22.1, 66.8, 144.6, 216.8, 249.5, 287.7, 359.9, 380.2, 384.3, 504.2, 546.3, 551.6, 616.4, 634.8, 692.6, 789.4, 797.9, 1062.3, 1187.2, 1229.6, 1277.2, 1290.1, 1297.1, 1382.9, 1435.9, 1920.3, 3808.2",-2007636432.342752,-2007499959.1708243,24421548.62847874,"C    1.211635    0.230197    -0.049009, O    1.910117    0.55356    -0.953779, C    -0.263734    0.670729    0.068304, C    -1.251266    -0.464521    -0.279364, F    -2.488992    0.00309    -0.291137, F    -0.960829    -0.952504    -1.480317, F    -1.170822    -1.443145    0.610429, F    -0.528683    1.08494    1.316424, F    -0.482123    1.674807    -0.780747, O    1.551088    -0.544371    0.976181, H    2.47361    -0.812781    0.863015",,
1642764945472630600001_ketoenol_2_1_3_8,1,2,C1,"0.06, 0.04, 0.03","57.4, 96.4, 125.4, 191.5, 221.2, 269.3, 285.5, 294.8, 354.1, 383.8, 485.1, 531.7, 589.7, 628.8, 697.2, 753.9, 808.2, 1078.4, 1194.3, 1223.8, 1289.1, 1343.0, 1405.6, 1515.2, 1631.0, 3859.2",-2007058873.1615813,-2006933150.2981958,24988357.5011071,"C    0.777868    0.085766    0.135749, O    0.054286    -0.449572    -0.706648, C    1.404258    1.273765    -0.266546, C    1.098428    2.155519    -1.474619, F    0.817738    3.370832    -0.983799, F    2.177652    2.262577    -2.229474, F    0.082471    1.743913    -2.183613, F    1.554325    -0.635165    -1.850487, F    2.367215    1.754263    0.45904, O    1.122942    -0.530147    1.271076, H    1.85999    -0.094433    1.712928",,
1642804254293321740001,1,2,C1,"0.07, 0.03, 0.03","27.2, 76.3, 108.3, 184.5, 223.4, 268.4, 314.9, 358.7, 373.7, 380.8, 494.9, 513.3, 604.9, 614.4, 684.1, 756.5, 830.3, 952.1, 1065.0, 1169.1, 1221.8, 1272.2, 1286.6, 1408.9, 1426.9, 1822.3, 3852.5",-2007173560.222765,-2007042066.438192,24879441.3611111,"C    -0.171134    -0.976801    0.81234, O    -1.105617    -1.517772    0.013183, C    0.269489    0.257475    0.578621, C    0.017311    1.160991    -0.593211, F    -0.743225    2.198753    -0.234938, F    1.177977    1.656907    -1.027226, F    -0.573275    0.538637    -1.599702, F    -0.502414    -2.659868    -0.573664, F    1.035061    0.835836    1.513877, O    0.161701    -1.726492    1.862995, H    0.884919    -1.315268    2.350366",,
1642804443153132880001,1,2,C1,"0.08, 0.03, 0.03","46.2, 74.7, 128.3, 203.4, 215.4, 293.5, 354.4, 371.5, 445.7, 479.9, 541.9, 564.0, 629.3, 648.0, 654.7, 722.5, 846.6, 942.1, 1175.9, 1219.3, 1266.0, 1298.1, 1350.6, 1355.1, 1396.7, 1921.0, 3828.1",-2007519869.3382902,-2007384358.3317938,24537149.467509177,"C    0.987662    0.3556    -0.191084, O    -0.233138    0.697756    -0.743829, C    1.456327    -0.867052    -0.371143, C    -1.293322    0.605177    0.095191, F    -1.558509    -0.649709    0.434454, F    -1.07383    1.280384    1.234172, F    -2.341445    1.119998    -0.506183, F    0.826496    -1.804376    -1.032769, F    2.622252    -1.269021    0.0642, O    1.708509    1.336738    0.380472, H    1.271103    1.649193    1.181002",,
1642804664602161580601,1,2,C1,"0.06, 0.04, 0.03","43.9, 84.3, 130.7, 194.9, 215.9, 257.4, 266.1, 347.4, 376.0, 390.0, 399.3, 505.9, 542.9, 610.7, 662.4, 713.7, 808.9, 904.2, 1111.2, 1229.6, 1241.6, 1278.6, 1281.1, 1391.0, 1400.9, 1513.6, 3804.1",-2007096740.475612,-2006968701.7867105,24952806.012592547,"C    -1.361796    0.477026    -0.917873, O    -3.326855    0.093816    0.064821, C    0.166766    0.343629    -0.740227, C    0.745593    -0.290173    0.542007, F    2.069534    -0.312422    0.487233, F    0.379411    0.410835    1.610445, F    0.307873    -1.538058    0.678086, F    0.608733    -0.388486    -1.773998, F    0.668799    1.585018    -0.826851, O    -1.88702    0.016615    0.12102, H    -3.542804    -0.292977    0.926026",,
1642804744642041580601,1,2,C1,"0.07, 0.04, 0.03","45.8, 94.9, 117.5, 209.7, 224.9, 246.2, 354.4, 375.3, 392.9, 443.1, 529.5, 559.0, 623.4, 685.8, 760.0, 783.1, 865.0, 1085.1, 1146.2, 1225.2, 1288.2, 1297.6, 1304.9, 1364.7, 1422.5, 1440.3, 3622.4",-2007452638.9379394,-2007319873.313593,24601634.48571026,"C    1.918512    -0.657289    -0.636768, O    1.302398    0.283407    0.126243, C    -1.080515    0.085223    -0.321159, C    0.084297    -0.048165    0.688812, F    -2.228368    -0.148224    0.297298, F    0.087782    -1.273935    1.192292, F    -0.121556    0.822777    1.672095, F    -1.098341    1.316969    -0.814236, F    -0.941141    -0.774392    -1.314626, O    3.017101    -0.117248    -1.051075, H    3.138212    0.798388    -0.732255",,
1643046107386123120601,1,2,C1,"0.07, 0.04, 0.03","43.5, 140.8, 165.8, 200.1, 254.4, 272.6, 316.3, 355.5, 436.4, 521.3, 552.2, 584.3, 596.1, 634.8, 717.8, 792.0, 842.5, 1049.6, 1121.1, 1187.5, 1261.9, 1288.3, 1316.4, 1328.0, 1419.6, 1631.3, 3831.8",-2007521998.4900258,-2007387143.081719,24534364.717584148,"C    1.088195    0.168936    -0.859654, O    0.901921    -1.140656    -0.409482, C    -0.194674    -0.280842    -0.348229, C    -0.762599    0.009826    1.034814, F    -1.504796    -1.017538    1.4356, F    0.200443    0.204887    1.919399, F    -1.532461    1.091986    0.988905, F    1.236942    0.247205    -2.186758, F    -1.184826    -0.540919    -1.203984, O    1.905805    0.994298    -0.194245, H    2.821481    0.814991    -0.441166",,
170170000000000000002,1,1,Cinfv,18.85,3780.6,-198838267.2638721,-198815966.30950317,12989111.541198146,"O    2.009469    1.243108    0.0074, H    2.979774    1.205331    0.020704",,
190000000000000000002,1,1,Kh,-,-,-261850888.07481238,-261850888.07481238,67080.56861755252,F    -0.46643    0.872156    -0.906302,,
280280000000000000001,1,1,Cinfv,1.96,2280.9,-297527670.6165877,-297514216.09497625,12849599.197298825,"C    2.771457    -2.48473    -0.640931, O    2.496749    -1.399511    -0.680482",,
440560320000000000001,2,1,Dinfh,"33356409543.14, 0.40, 0.40","695.8, 1413.6, 2449.2",-495161227.94966674,-495134338.58474654,25511906.280214984,"C    2.527807    -0.829804    -0.651064, O    2.536867    -1.984274    -0.664528, O    2.518666    0.324658    -0.637604",,
450730450170000000002,1,1,Cs,"4.78, 0.40, 0.37","593.8, 614.5, 1120.5, 1307.3, 1930.5, 3682.4",-496491387.76532155,-496436830.1889748,25732062.95400153,"C    1.569811    -0.005975    -0.002386, O    2.159964    -1.02259    1.2e-05, O    2.008905    1.238524    0.008647, H    2.982179    1.238157    0.020188",,
500620380000000000001,1,2,C1,"2.95, 0.42, 0.37","692.4, 1183.0, 1287.1",-624142399.2749702,-624123744.2440239,-206421.2375753808,"C    -0.791004    -0.660767    -1.749956, F    -1.812619    -0.403756    -2.500819, F    -0.688184    -1.950017    -1.773026",,
641041150370000000001,1,1,Cs,"0.40, 0.38, 0.20","488.2, 567.2, 628.5, 796.2, 967.5, 1211.4, 1356.9, 2007.1, 3861.3",-758867736.5176798,-758797634.3768363,25289227.409570057,"C    1.775302    0.347105    -1.585947, O    2.265266    0.791161    -2.5541, F    0.46149    0.092895    -1.484386, O    2.389952    0.025676    -0.46003, H    1.75863    -0.31978    0.181031",,
690931140000000000002,3,1,C3v,"0.37, 0.37, 0.19","518.5, 518.7, 712.6, 1126.6, 1317.4, 1317.7",-886368500.0828514,-886335989.714339,-500698.0644607007,"C    -0.607795    0.384932    1.414238, F    -1.907026    0.22097    1.341645, F    -0.074613    -0.424363    2.298068, F    -0.299501    1.634464    1.666879",,
761281321000200000001,1,2,C1,"0.34, 0.15, 0.11","78.6, 272.4, 314.8, 517.6, 598.5, 788.0, 913.2, 1166.8, 1284.4, 1417.6, 1863.9, 3785.7",-858544551.9726034,-858467860.4485356,25700387.05745935,"C    2.069556    -0.467894    -0.892228, O    3.169778    -0.936943    -0.905541, C    0.902539    -1.323358    -0.442968, F    0.448809    -1.914916    -1.501227, O    1.743743    0.797641    -1.133874, H    2.552956    1.294421    -1.325591",,
781141280700000000001,2,1,C2v,"0.36, 0.13, 0.10","209.0, 301.2, 399.2, 466.0, 695.0, 839.8, 1357.9, 1512.9, 2311.2",-921696779.8183783,-921649045.693488,12632092.605235396,"C    1.831521    0.254138    0.581837, O    1.93439    1.161196    1.2986, C    1.715876    -0.770477    -0.227862, F    1.324042    -0.653151    -1.484977, F    1.979919    -2.012178    0.141393",,
861382320600000000001,1,1,Cs,"0.19, 0.19, 0.19","215.0, 446.0, 453.5, 610.4, 631.7, 644.9, 933.5, 1138.5, 1232.1, 1331.0, 1438.7, 3872.3",-1085706527.4317493,-1085630153.6086998,12010215.891879287,"C    -1.525013    0.521508    0.004903, F    -1.40958    -0.799713    -0.163849, F    -1.355769    0.79795    1.283033, F    -2.776762    0.842573    -0.337854, O    -0.614041    1.204513    -0.706421, H    -0.726163    1.007885    -1.642647",,
881242280000000000001,12,1,Td,"0.19, 0.19, 0.19","439.4, 439.7, 638.9, 639.0, 639.2, 944.3, 1329.1, 1329.7, 1330.2",-1148773404.4779286,-1148727810.6273804,-974550.3340721277,"C    -1.454086    0.698829    0.923486, F    -2.338919    1.644549    1.159156, F    -1.85765    -0.42677    1.473737, F    -0.292991    1.04654    1.437014, F    -1.326683    0.53103    -0.37583",,
951592011700400000002,1,1,Cs,"0.19, 0.11, 0.07","93.4, 131.9, 230.1, 415.8, 485.7, 537.7, 606.3, 686.4, 806.1, 1153.1, 1311.1, 1440.1, 1586.0, 1793.5, 3836.2",-1120899128.9196653,-1120809977.9228969,25276238.226527724,"C    1.554899    -0.019265    -0.054617, O    2.217565    -0.989244    0.218549, C    0.150846    -0.083495    -0.341311, F    -0.58489    0.947683    -0.633585, F    -0.499237    -1.204804    -0.319712, O    2.020186    1.241474    -0.1313, H    2.963233    1.204044    0.072221",,
1642764945472630600001_r12_insertion_R_1_3_4,1,2,C1,"0.06, 0.04, 0.04","303.9i, 49.4, 110.4, 158.2, 201.1, 214.3, 267.9, 286.7, 333.5, 364.2, 475.6, 516.2, 550.1, 589.1, 631.2, 676.2, 753.8, 762.9, 1026.3, 1095.4, 1247.7, 1284.6, 1309.4, 1440.7, 1481.8, 1585.8, 3851.1",-2007271061.709681,-2007145632.2083607,24775875.5909423,"C    1.136009    0.135823    0.30393, O    1.975262    -0.678411    0.700431, C    0.031682    -0.348586    -0.677803, C    -0.033577    0.441563    1.522565, F    -1.006837    1.289396    1.185474, F    -0.591154    -0.682384    1.954549, F    0.672001    0.978599    2.49269, F    -0.774456    0.404095    -1.296238, F    -0.377511    -1.539365    -0.621732, O    1.484603    1.416551    -0.131629, H    2.417642    1.495115    0.098838",,
1642764945472630600001_r12_insertion_R_1_3_8,1,2,C1,"0.07, 0.04, 0.03","313.2i, 48.3, 89.3, 144.8, 194.6, 232.9, 278.5, 317.8, 373.7, 449.0, 480.3, 498.0, 529.9, 595.8, 659.4, 756.0, 776.6, 814.7, 1018.3, 1090.6, 1278.7, 1299.1, 1313.3, 1341.7, 1546.2, 1568.8, 3857.8",-2007248810.4119709,-2007121668.1215417,24799839.677761264,"C    1.349005    0.151382    -0.367946, O    1.993593    -0.84696    -0.688855, C    -0.006724    -0.20814    0.253318, C    -0.648661    0.375019    1.535826, F    -1.850932    -0.139422    1.727785, F    0.13642    0.046241    2.546104, F    -0.739242    1.679042    1.42266, F    0.618327    0.870517    -1.456869, F    -0.663522    -1.136989    -0.25891, O    1.901378    1.159462    0.389268, H    2.844025    0.962242    0.428696",,
1642764945472630600001_r12_insertion_R_2_1_3,1,2,C1,"0.06, 0.04, 0.03","757.5i, 66.4, 71.5, 119.7, 216.1, 254.0, 326.5, 362.1, 375.0, 417.9, 471.8, 561.3, 598.2, 616.4, 679.0, 719.5, 754.5, 859.9, 1041.3, 1217.2, 1247.2, 1275.7, 1311.3, 1342.3, 1395.4, 1580.8, 3593.8",-2007227605.8432932,-2007100931.689328,24820576.109975033,"C    1.362576    0.89031    -0.085356, O    1.618432    -0.249573    -0.579337, C    0.074135    -0.381596    0.179886, C    -0.623826    0.252464    1.426461, F    -1.104346    1.446864    1.147937, F    -1.633639    -0.52661    1.802852, F    0.240773    0.340022    2.427073, F    -0.728276    -0.30607    -0.852871, F    0.257373    -1.659936    0.530406, O    2.332374    1.757288    -0.042978, H    3.138096    1.349231    -0.422998",,
1642764945472630600001_r12_insertion_R_3_1_10,1,2,C1,"0.07, 0.03, 0.03","802.4i, 56.9, 86.2, 145.5, 171.1, 239.0, 281.8, 298.4, 346.9, 373.0, 418.9, 437.6, 495.5, 555.7, 603.3, 630.6, 663.7, 714.5, 813.9, 941.0, 1055.5, 1268.0, 1270.4, 1308.3, 1372.9, 2098.3, 3753.3",-2007179663.2444446,-2007059326.5396445,24862181.259658594,"C    1.726479    -0.566629    -0.679528, O    2.72412    -1.1063    -0.797174, C    0.082362    0.065186    0.011536, C    -0.505785    0.676694    1.324565, F    -1.800299    0.394359    1.397348, F    0.102439    0.141985    2.382147, F    -0.369553    1.987502    1.36386, F    -0.372885    0.74579    -1.008843, F    -0.432045    -1.184762    0.033961, O    1.683301    0.874903    0.311859, H    2.095526    0.883665    1.191349",,
1642764945472630600001_r12_insertion_R_4_3_1,1,2,C1,"0.05, 0.05, 0.04","632.7i, 52.4, 117.8, 150.4, 161.9, 222.5, 236.5, 281.5, 317.2, 422.1, 436.8, 480.6, 507.0, 574.1, 617.4, 643.3, 676.0, 715.6, 771.3, 1062.8, 1127.5, 1248.5, 1263.8, 1304.8, 1347.8, 1963.2, 3752.6",-2007083870.2070434,-2006963209.328099,24958298.47120404,"C    1.411244    0.26041    0.414526, O    2.129152    -0.664196    0.460629, C    -0.60833    -0.33114    -0.248937, C    -0.283036    0.280564    1.317276, F    -1.103258    1.329463    1.271595, F    -0.739477    -0.780095    1.983216, F    0.637663    0.774742    2.333957, F    -0.472539    0.436637    -1.297188, F    -0.178587    -1.519481    -0.54225, O    1.602622    1.501078    0.032417, H    2.538215    1.624414    -0.194159",,
1642764945472630600001_r12_insertion_R_5_4_3,1,2,C1,"0.06, 0.04, 0.04","300.9i, 49.6, 110.0, 157.6, 200.9, 214.7, 263.7, 280.3, 333.1, 361.9, 476.0, 516.0, 550.1, 589.3, 631.7, 676.5, 753.9, 763.2, 1026.0, 1095.2, 1247.4, 1284.0, 1309.1, 1440.9, 1482.0, 1585.9, 3853.1",-2007271053.8725638,-2007145694.5399282,24775813.259374917,"C    1.036647    0.631539    0.28292, O    1.415872    1.789168    0.484472, C    -0.061534    0.381706    -0.789334, C    -0.018671    0.113759    1.533588, F    -1.03539    0.951955    1.690555, F    -0.509449    -1.119211    1.39733, F    0.741538    0.145856    2.605241, F    -0.932917    1.264879    -1.011039, F    -0.41223    -0.7535    -1.22199, O    1.928843    -0.435992    0.156477, H    2.780955    -0.05777    0.402858",,
1642764945472630600001_r12_insertion_R_8_3_1,1,2,C1,"0.07, 0.03, 0.03","458.6i, 69.9, 88.5, 139.4, 176.5, 218.7, 256.1, 286.6, 355.4, 428.3, 453.9, 505.7, 540.6, 572.0, 592.2, 650.2, 725.0, 745.9, 909.5, 1149.6, 1245.0, 1265.0, 1299.6, 1306.0, 1394.3, 2024.8, 3831.0",-2007258785.2976742,-2007133558.5346565,24787949.26464648,"C    1.742679    0.03909    -0.575997, O    2.064792    -0.811066    -1.305182, C    0.213699    -0.518892    0.61562, C    -0.646132    0.425991    1.475849, F    -1.797269    0.77197    0.92724, F    -0.885525    -0.205283    2.621225, F    0.0477    1.537174    1.744932, F    0.381326    0.69455    -0.805115, F    -0.561223    -1.411905    0.110408, O    2.465682    0.895474    0.105332, H    1.907942    1.495287    0.616765",,
1642764945472630600001_r12_insertion_R_8_3_4,1,2,C1,"0.08, 0.03, 0.03","656.6i, 60.7, 65.2, 83.6, 201.1, 225.2, 307.2, 353.7, 375.6, 428.9, 450.0, 552.5, 560.7, 607.8, 619.8, 673.4, 754.4, 782.6, 930.4, 969.4, 1177.7, 1214.9, 1298.5, 1389.1, 1426.3, 1866.6, 3815.7",-2007114890.902699,-2006989890.9580123,24931616.84129071,"C    1.788424    -0.046733    -0.181758, O    2.683319    -0.801734    -0.425889, C    0.482912    -0.520615    0.381741, C    -0.880018    0.549679    1.443627, F    -1.851028    1.445736    1.323612, F    -1.441695    -0.533151    1.894211, F    0.021524    1.106469    2.198045, F    -0.610167    0.547976    -0.175431, F    0.089424    -1.632062    -0.19575, O    1.874359    1.286982    -0.232714, H    2.776612    1.509847    -0.498622",,
1642764945472630600001_r12_insertion_R_10_1_2,1,2,C1,"0.07, 0.04, 0.03","1473.9i, 65.9, 77.1, 157.6, 219.0, 241.3, 270.7, 339.0, 362.8, 396.0, 489.3, 541.7, 593.4, 622.3, 722.0, 789.7, 828.6, 924.3, 1058.1, 1154.1, 1218.4, 1256.0, 1275.7, 1295.5, 1322.1, 1409.6, 3779.1",-2006888454.444247,-2006762166.8653595,25159340.93394345,"C    1.519509    0.747803    0.275692, O    2.01456    1.216898    -1.010999, C    0.00345    0.713627    0.305933, C    -0.521156    -0.104911    1.500585, F    -1.842526    -0.189725    1.457476, F    -0.013745    -1.337333    1.44996, F    -0.168087    0.452783    2.6477, F    -0.440821    1.973603    0.428513, F    -0.544517    0.183047    -0.808644, O    1.982413    -0.363858    -0.414847, H    2.944586    -0.379538    -0.300301",,
1642764945472630600001_r12_insertion_R_10_1_3,1,2,C1,"0.07, 0.03, 0.03","802.4i, 56.9, 85.8, 145.4, 171.3, 238.8, 281.8, 299.8, 347.2, 373.0, 419.5, 437.7, 495.5, 555.7, 603.3, 630.6, 663.8, 714.5, 813.8, 940.7, 1055.3, 1268.0, 1270.4, 1308.2, 1373.0, 2098.2, 3753.8",-2007179658.4949155,-2007059312.209889,24862195.589414023,"C    1.732198    -0.575248    -0.667028, O    2.732808    -1.11122    -0.776041, C    0.084018    0.057148    0.013604, C    -0.508883    0.682147    1.318133, F    -1.801897    0.393634    1.393301, F    0.10119    0.164407    2.383066, F    -0.379904    1.994084    1.340739, F    -0.373207    0.722493    -1.015883, F    -0.42423    -1.194987    0.051107, O    1.680253    0.879221    0.305139, H    2.091321    0.900714    1.184934",,
1642764945472630600001_r13_insertion_CO2_3_11,1,2,C1,"0.06, 0.03, 0.03","1935.7i, 28.2, 55.6, 84.8, 175.9, 216.7, 218.8, 266.8, 366.9, 373.5, 448.0, 543.2, 586.1, 598.9, 603.3, 711.1, 759.4, 881.0, 1015.8, 1138.7, 1164.2, 1252.5, 1255.8, 1297.8, 1402.0, 2034.0, 2339.0",-2007313660.1560779,-2007196759.3864968,24724748.41280636,"C    2.10834    -0.120212    -0.018282, O    2.269004    -1.239582    -0.168965, C    -0.050376    0.315025    0.071676, C    -0.617085    0.151951    1.47878, F    -1.928903    -0.03953    1.49227, F    -0.032554    -0.888715    2.07524, F    -0.343565    1.246013    2.194483, F    -0.68439    1.382271    -0.497232, F    -0.398673    -0.777597    -0.639239, O    2.451381    1.065667    0.12253, H    1.297712    1.147697    0.161215",,
1642764945472630600001_r13_insertion_ROR_4_3_1_2,1,2,C1,"0.07, 0.04, 0.03","640.4i, 48.1, 105.5, 170.9, 216.4, 246.3, 296.9, 326.7, 355.3, 436.0, 524.5, 582.3, 591.1, 617.3, 661.4, 732.4, 768.6, 830.4, 969.4, 1145.8, 1181.3, 1244.9, 1258.7, 1353.0, 1525.7, 1607.1, 3792.2",-2007158772.7879448,-2007031431.3841636,24890076.415139504,"C    2.15502    1.060139    -0.240781, O    1.104529    1.693919    -0.479095, C    1.975446    -0.354306    -0.005944, C    -0.215761    0.518698    0.103482, F    -0.556946    -0.71427    -0.169364, F    -0.214857    0.786131    1.376458, F    -1.107784    1.27377    -0.503903, F    1.697049    -1.031241    -1.145838, F    3.02477    -0.954337    0.577257, O    3.299355    1.666754    -0.077478, H    3.167578    2.625186    -0.04882",,
